group,id,course,semester,grade
20,115,Tea Ceremony and Zen Meditation,1,6.75
20,115,Tea Ceremony and Zen Meditation,1,3.25
20,115,Tea Ceremony and Zen Meditation,1,5.5
20,156,Archery and Marksmanship,1,4.75
20,156,Archery and Marksmanship,1,7.25
20,156,Archery and Marksmanship,1,2.75
20,156,Archery and Marksmanship,1,9
20,156,Archery and Marksmanship,1,7.25
20,156,Bushido and Samurai Code,1,15
20,156,Bushido and Samurai Code,1,13.75
20,156,Bushido and Samurai Code,1,9
20,156,Bushido and Samurai Code,1,15.5
20,156,Bushido and Samurai Code,1,9.25
20,156,Bushido and Samurai Code,1,10.25
20,156,Bushido and Samurai Code,1,13
20,156,Bushido and Samurai Code,1,13.25
20,156,Calligraphy and Poetry,2,10.75
20,156,Calligraphy and Poetry,2,8.25
20,156,Calligraphy and Poetry,2,10.25
20,156,Calligraphy and Poetry,2,10.5
20,156,Calligraphy and Poetry,2,11.5
20,156,Calligraphy and Poetry,2,10
20,156,History of Feudal Japan,2,10.5
20,156,History of Feudal Japan,2,12
20,156,History of Feudal Japan,2,10.5
20,156,Kenjutsu and Swordsmanship,2,12.6
20,156,Kenjutsu and Swordsmanship,2,15
20,156,Kenjutsu and Swordsmanship,2,13.5
20,156,Ninjutsu and Stealth Arts,1,6.5
20,156,Ninjutsu and Stealth Arts,1,11
20,156,Ninjutsu and Stealth Arts,1,11
20,156,Ninjutsu and Stealth Arts,1,10
20,156,Ninjutsu and Stealth Arts,1,12
20,156,Ninjutsu and Stealth Arts,1,9.5
20,156,Onmyodo and Occult Arts,1,9
20,156,Onmyodo and Occult Arts,1,12.5
20,156,Onmyodo and Occult Arts,1,14.5
20,156,Onmyodo and Occult Arts,1,14
20,156,Onmyodo and Occult Arts,1,12
20,156,Onmyodo and Occult Arts,1,11.5
20,156,Shinto and Buddhist Philosophy,2,18.75
20,156,Shinto and Buddhist Philosophy,2,18
20,156,Shinto and Buddhist Philosophy,2,13
20,156,Shinto and Buddhist Philosophy,2,12.75
20,156,Shinto and Buddhist Philosophy,2,13.25
20,156,Strategy and Tactics,2,11.5
20,156,Strategy and Tactics,2,15
20,156,Strategy and Tactics,2,8.5
20,156,Tea Ceremony and Zen Meditation,1,6.5
20,156,Tea Ceremony and Zen Meditation,1,6
20,156,Tea Ceremony and Zen Meditation,1,10
20,156,Tea Ceremony and Zen Meditation,1,6.5
20,156,Tea Ceremony and Zen Meditation,1,6.25
20,179,Archery and Marksmanship,1,3.75
20,179,Archery and Marksmanship,1,10.25
20,179,Archery and Marksmanship,1,4.75
20,179,Archery and Marksmanship,1,11
20,179,Archery and Marksmanship,1,3.75
20,179,Bushido and Samurai Code,1,13.5
20,179,Bushido and Samurai Code,1,10.75
20,179,Bushido and Samurai Code,1,13.25
20,179,Bushido and Samurai Code,1,11.75
20,179,Bushido and Samurai Code,1,10.75
20,179,Bushido and Samurai Code,1,15.25
20,179,Bushido and Samurai Code,1,12
20,179,Bushido and Samurai Code,1,13.5
20,179,Calligraphy and Poetry,2,8.75
20,179,Calligraphy and Poetry,2,7.5
20,179,Calligraphy and Poetry,2,10
20,179,Calligraphy and Poetry,2,9.25
20,179,Calligraphy and Poetry,2,9.75
20,179,Calligraphy and Poetry,2,10.25
20,179,History of Feudal Japan,2,10.5
20,179,History of Feudal Japan,2,7
20,179,History of Feudal Japan,2,12.5
20,179,Kenjutsu and Swordsmanship,2,20
20,179,Kenjutsu and Swordsmanship,2,7.4
20,179,Kenjutsu and Swordsmanship,2,13.6
20,179,Ninjutsu and Stealth Arts,1,12.5
20,179,Ninjutsu and Stealth Arts,1,7.5
20,179,Ninjutsu and Stealth Arts,1,10.5
20,179,Ninjutsu and Stealth Arts,1,10
20,179,Ninjutsu and Stealth Arts,1,8
20,179,Ninjutsu and Stealth Arts,1,8.5
20,179,Ninjutsu and Stealth Arts,1,11.5
20,179,Onmyodo and Occult Arts,1,12
20,179,Onmyodo and Occult Arts,1,12
20,179,Onmyodo and Occult Arts,1,12.5
20,179,Onmyodo and Occult Arts,1,10.5
20,179,Onmyodo and Occult Arts,1,12
20,179,Onmyodo and Occult Arts,1,10
20,179,Shinto and Buddhist Philosophy,2,19
20,179,Shinto and Buddhist Philosophy,2,15.5
20,179,Shinto and Buddhist Philosophy,2,12.25
20,179,Shinto and Buddhist Philosophy,2,13.5
20,179,Shinto and Buddhist Philosophy,2,13.5
20,179,Shinto and Buddhist Philosophy,2,12.75
20,179,Strategy and Tactics,2,15.5
20,179,Strategy and Tactics,2,16
20,179,Strategy and Tactics,2,11.5
20,179,Tea Ceremony and Zen Meditation,1,8.25
20,179,Tea Ceremony and Zen Meditation,1,5
20,179,Tea Ceremony and Zen Meditation,1,5.5
20,179,Tea Ceremony and Zen Meditation,1,9
20,179,Tea Ceremony and Zen Meditation,1,6
20,182,Archery and Marksmanship,1,4.75
20,182,Archery and Marksmanship,1,6.25
20,182,Archery and Marksmanship,1,9
20,182,Archery and Marksmanship,1,7.75
20,182,Bushido and Samurai Code,1,11.5
20,182,Bushido and Samurai Code,1,12
20,182,Bushido and Samurai Code,1,10.5
20,182,Bushido and Samurai Code,1,14
20,182,Bushido and Samurai Code,1,13.25
20,182,Bushido and Samurai Code,1,14.75
20,182,Bushido and Samurai Code,1,11
20,182,Bushido and Samurai Code,1,9.75
20,182,Calligraphy and Poetry,2,9.5
20,182,Calligraphy and Poetry,2,9.75
20,182,Calligraphy and Poetry,2,11.5
20,182,Calligraphy and Poetry,2,8.5
20,182,Calligraphy and Poetry,2,11.75
20,182,Calligraphy and Poetry,2,12
20,182,History of Feudal Japan,2,11.5
20,182,History of Feudal Japan,2,16
20,182,History of Feudal Japan,2,11.5
20,182,Kenjutsu and Swordsmanship,2,15.3
20,182,Kenjutsu and Swordsmanship,2,19.8
20,182,Kenjutsu and Swordsmanship,2,16
20,182,Ninjutsu and Stealth Arts,1,6.5
20,182,Ninjutsu and Stealth Arts,1,10
20,182,Ninjutsu and Stealth Arts,1,12
20,182,Ninjutsu and Stealth Arts,1,11.5
20,182,Ninjutsu and Stealth Arts,1,14.5
20,182,Ninjutsu and Stealth Arts,1,10
20,182,Ninjutsu and Stealth Arts,1,10.5
20,182,Onmyodo and Occult Arts,1,14
20,182,Onmyodo and Occult Arts,1,9
20,182,Onmyodo and Occult Arts,1,9
20,182,Onmyodo and Occult Arts,1,11.5
20,182,Onmyodo and Occult Arts,1,12
20,182,Onmyodo and Occult Arts,1,16
20,182,Shinto and Buddhist Philosophy,2,15.25
20,182,Shinto and Buddhist Philosophy,2,16.75
20,182,Shinto and Buddhist Philosophy,2,9.75
20,182,Shinto and Buddhist Philosophy,2,19.75
20,182,Shinto and Buddhist Philosophy,2,11.75
20,182,Shinto and Buddhist Philosophy,2,8.75
20,182,Strategy and Tactics,2,8.5
20,182,Strategy and Tactics,2,11.5
20,182,Strategy and Tactics,2,7.5
20,182,Tea Ceremony and Zen Meditation,1,8
20,182,Tea Ceremony and Zen Meditation,1,3.75
20,182,Tea Ceremony and Zen Meditation,1,8
20,182,Tea Ceremony and Zen Meditation,1,6.75
20,182,Tea Ceremony and Zen Meditation,1,8
20,217,Archery and Marksmanship,1,5.5
20,217,Archery and Marksmanship,1,7
20,217,Archery and Marksmanship,1,3.75
20,217,Archery and Marksmanship,1,5
20,217,Archery and Marksmanship,1,5.25
20,217,Bushido and Samurai Code,1,14.25
20,217,Bushido and Samurai Code,1,15
20,217,Bushido and Samurai Code,1,11
20,217,Bushido and Samurai Code,1,13.5
20,217,Bushido and Samurai Code,1,9
20,217,Bushido and Samurai Code,1,11.75
20,217,Bushido and Samurai Code,1,13
20,217,Bushido and Samurai Code,1,10.5
20,217,Calligraphy and Poetry,2,8
20,217,Calligraphy and Poetry,2,11
20,217,Calligraphy and Poetry,2,9.75
20,217,Calligraphy and Poetry,2,10.25
20,217,Calligraphy and Poetry,2,9.5
20,217,Calligraphy and Poetry,2,8.5
20,217,History of Feudal Japan,2,3.5
20,217,History of Feudal Japan,2,7
20,217,History of Feudal Japan,2,4
20,217,Kenjutsu and Swordsmanship,2,13.2
20,217,Kenjutsu and Swordsmanship,2,15.8
20,217,Kenjutsu and Swordsmanship,2,12.1
20,217,Ninjutsu and Stealth Arts,1,7.5
20,217,Ninjutsu and Stealth Arts,1,5
20,217,Ninjutsu and Stealth Arts,1,10
20,217,Ninjutsu and Stealth Arts,1,11.5
20,217,Ninjutsu and Stealth Arts,1,5.5
20,217,Ninjutsu and Stealth Arts,1,14
20,217,Ninjutsu and Stealth Arts,1,7.5
20,217,Onmyodo and Occult Arts,1,12.5
20,217,Onmyodo and Occult Arts,1,11
20,217,Onmyodo and Occult Arts,1,13
20,217,Onmyodo and Occult Arts,1,12
20,217,Onmyodo and Occult Arts,1,10.5
20,217,Onmyodo and Occult Arts,1,13
20,217,Shinto and Buddhist Philosophy,2,14.5
20,217,Shinto and Buddhist Philosophy,2,13
20,217,Shinto and Buddhist Philosophy,2,11.75
20,217,Shinto and Buddhist Philosophy,2,17.75
20,217,Shinto and Buddhist Philosophy,2,13.5
20,217,Shinto and Buddhist Philosophy,2,17.75
20,217,Strategy and Tactics,2,10
20,217,Strategy and Tactics,2,16.5
20,217,Strategy and Tactics,2,8.5
20,217,Tea Ceremony and Zen Meditation,1,8
20,217,Tea Ceremony and Zen Meditation,1,8.5
20,217,Tea Ceremony and Zen Meditation,1,6.5
20,217,Tea Ceremony and Zen Meditation,1,5.25
20,217,Tea Ceremony and Zen Meditation,1,8.25
20,259,Archery and Marksmanship,1,3.5
20,259,Archery and Marksmanship,1,6.5
20,259,Archery and Marksmanship,1,8.25
20,259,Archery and Marksmanship,1,2.75
20,259,Bushido and Samurai Code,1,15.25
20,259,Bushido and Samurai Code,1,11.75
20,259,Bushido and Samurai Code,1,12.25
20,259,Bushido and Samurai Code,1,11.75
20,259,Bushido and Samurai Code,1,12.25
20,259,Bushido and Samurai Code,1,12.25
20,259,Bushido and Samurai Code,1,10.5
20,259,Bushido and Samurai Code,1,13.5
20,259,Calligraphy and Poetry,2,12.75
20,259,Calligraphy and Poetry,2,11.75
20,259,Calligraphy and Poetry,2,10
20,259,Calligraphy and Poetry,2,8.75
20,259,Calligraphy and Poetry,2,11.5
20,259,Calligraphy and Poetry,2,10.25
20,259,History of Feudal Japan,2,6.5
20,259,History of Feudal Japan,2,14.5
20,259,History of Feudal Japan,2,10.5
20,259,Kenjutsu and Swordsmanship,2,10.9
20,259,Kenjutsu and Swordsmanship,2,20
20,259,Kenjutsu and Swordsmanship,2,18.9
20,259,Ninjutsu and Stealth Arts,1,10.5
20,259,Ninjutsu and Stealth Arts,1,6.5
20,259,Ninjutsu and Stealth Arts,1,14
20,259,Ninjutsu and Stealth Arts,1,8
20,259,Ninjutsu and Stealth Arts,1,9.5
20,259,Ninjutsu and Stealth Arts,1,9
20,259,Ninjutsu and Stealth Arts,1,6.5
20,259,Onmyodo and Occult Arts,1,10
20,259,Onmyodo and Occult Arts,1,13
20,259,Onmyodo and Occult Arts,1,13.5
20,259,Onmyodo and Occult Arts,1,10
20,259,Onmyodo and Occult Arts,1,11.5
20,259,Onmyodo and Occult Arts,1,11.5
20,259,Shinto and Buddhist Philosophy,2,15.5
20,259,Shinto and Buddhist Philosophy,2,10
20,259,Shinto and Buddhist Philosophy,2,15.25
20,259,Shinto and Buddhist Philosophy,2,14.75
20,259,Shinto and Buddhist Philosophy,2,12
20,259,Shinto and Buddhist Philosophy,2,14.5
20,259,Strategy and Tactics,2,10
20,259,Strategy and Tactics,2,15
20,259,Strategy and Tactics,2,13.5
20,259,Tea Ceremony and Zen Meditation,1,9
20,259,Tea Ceremony and Zen Meditation,1,8.5
20,259,Tea Ceremony and Zen Meditation,1,8.75
20,259,Tea Ceremony and Zen Meditation,1,7.25
20,259,Tea Ceremony and Zen Meditation,1,7
20,305,Archery and Marksmanship,1,10.25
20,305,Archery and Marksmanship,1,7
20,305,Archery and Marksmanship,1,6.5
20,305,Archery and Marksmanship,1,11.25
20,305,Archery and Marksmanship,1,3
20,305,Bushido and Samurai Code,1,17
20,305,Bushido and Samurai Code,1,14
20,305,Bushido and Samurai Code,1,9.5
20,305,Bushido and Samurai Code,1,11
20,305,Bushido and Samurai Code,1,13.75
20,305,Bushido and Samurai Code,1,11
20,305,Bushido and Samurai Code,1,12.5
20,305,Calligraphy and Poetry,2,12
20,305,Calligraphy and Poetry,2,10.5
20,305,Calligraphy and Poetry,2,12.75
20,305,Calligraphy and Poetry,2,10
20,305,Calligraphy and Poetry,2,10.5
20,305,Calligraphy and Poetry,2,11
20,305,History of Feudal Japan,2,9
20,305,History of Feudal Japan,2,11
20,305,History of Feudal Japan,2,6
20,305,Kenjutsu and Swordsmanship,2,6.2
20,305,Kenjutsu and Swordsmanship,2,20
20,305,Kenjutsu and Swordsmanship,2,16.2
20,305,Ninjutsu and Stealth Arts,1,16
20,305,Ninjutsu and Stealth Arts,1,12.5
20,305,Ninjutsu and Stealth Arts,1,12
20,305,Ninjutsu and Stealth Arts,1,8.5
20,305,Ninjutsu and Stealth Arts,1,10.5
20,305,Ninjutsu and Stealth Arts,1,9
20,305,Ninjutsu and Stealth Arts,1,14
20,305,Onmyodo and Occult Arts,1,14.5
20,305,Onmyodo and Occult Arts,1,16
20,305,Onmyodo and Occult Arts,1,12.5
20,305,Onmyodo and Occult Arts,1,11.5
20,305,Onmyodo and Occult Arts,1,10
20,305,Onmyodo and Occult Arts,1,8.5
20,305,Shinto and Buddhist Philosophy,2,12.25
20,305,Shinto and Buddhist Philosophy,2,14
20,305,Shinto and Buddhist Philosophy,2,15
20,305,Shinto and Buddhist Philosophy,2,8.5
20,305,Shinto and Buddhist Philosophy,2,10.75
20,305,Shinto and Buddhist Philosophy,2,13.75
20,305,Strategy and Tactics,2,14.5
20,305,Strategy and Tactics,2,16.5
20,305,Tea Ceremony and Zen Meditation,1,6.25
20,305,Tea Ceremony and Zen Meditation,1,7.5
20,305,Tea Ceremony and Zen Meditation,1,6.75
20,305,Tea Ceremony and Zen Meditation,1,8.5
20,305,Tea Ceremony and Zen Meditation,1,6.75
20,316,Archery and Marksmanship,1,6.75
20,316,Archery and Marksmanship,1,4.75
20,316,Archery and Marksmanship,1,2.5
20,316,Archery and Marksmanship,1,4.5
20,316,Archery and Marksmanship,1,8.25
20,316,Bushido and Samurai Code,1,9
20,316,Bushido and Samurai Code,1,13.5
20,316,Bushido and Samurai Code,1,9.25
20,316,Bushido and Samurai Code,1,10.5
20,316,Bushido and Samurai Code,1,11.75
20,316,Bushido and Samurai Code,1,14.5
20,316,Bushido and Samurai Code,1,11.25
20,316,Bushido and Samurai Code,1,10.75
20,316,Calligraphy and Poetry,2,10.75
20,316,Calligraphy and Poetry,2,7.75
20,316,Calligraphy and Poetry,2,10
20,316,Calligraphy and Poetry,2,10.5
20,316,Calligraphy and Poetry,2,11
20,316,History of Feudal Japan,2,11.5
20,316,History of Feudal Japan,2,7
20,316,History of Feudal Japan,2,12.5
20,316,Kenjutsu and Swordsmanship,2,15.1
20,316,Kenjutsu and Swordsmanship,2,10.1
20,316,Ninjutsu and Stealth Arts,1,13
20,316,Ninjutsu and Stealth Arts,1,10.5
20,316,Ninjutsu and Stealth Arts,1,9
20,316,Ninjutsu and Stealth Arts,1,6
20,316,Ninjutsu and Stealth Arts,1,9
20,316,Ninjutsu and Stealth Arts,1,7
20,316,Ninjutsu and Stealth Arts,1,9
20,316,Onmyodo and Occult Arts,1,10
20,316,Onmyodo and Occult Arts,1,13.5
20,316,Onmyodo and Occult Arts,1,6
20,316,Onmyodo and Occult Arts,1,13.5
20,316,Onmyodo and Occult Arts,1,10
20,316,Onmyodo and Occult Arts,1,11
20,316,Shinto and Buddhist Philosophy,2,15.75
20,316,Shinto and Buddhist Philosophy,2,13
20,316,Shinto and Buddhist Philosophy,2,15.75
20,316,Shinto and Buddhist Philosophy,2,12
20,316,Shinto and Buddhist Philosophy,2,14.25
20,316,Shinto and Buddhist Philosophy,2,15.75
20,316,Strategy and Tactics,2,13
20,316,Strategy and Tactics,2,6
20,316,Strategy and Tactics,2,10
20,316,Tea Ceremony and Zen Meditation,1,6.75
20,316,Tea Ceremony and Zen Meditation,1,6
20,316,Tea Ceremony and Zen Meditation,1,6.75
20,316,Tea Ceremony and Zen Meditation,1,9.75
20,316,Tea Ceremony and Zen Meditation,1,6.5
20,372,Archery and Marksmanship,1,3.25
20,372,Archery and Marksmanship,1,5
20,372,Archery and Marksmanship,1,4.5
20,372,Archery and Marksmanship,1,6
20,372,Archery and Marksmanship,1,6.25
20,372,Bushido and Samurai Code,1,11.25
20,372,Bushido and Samurai Code,1,14.5
20,372,Bushido and Samurai Code,1,13
20,372,Bushido and Samurai Code,1,11.75
20,372,Bushido and Samurai Code,1,11.75
20,372,Bushido and Samurai Code,1,11.75
20,372,Bushido and Samurai Code,1,13.75
20,372,Bushido and Samurai Code,1,11.25
20,372,Calligraphy and Poetry,2,11
20,372,Calligraphy and Poetry,2,9.25
20,372,Calligraphy and Poetry,2,12.5
20,372,Calligraphy and Poetry,2,11.5
20,372,Calligraphy and Poetry,2,10.5
20,372,Calligraphy and Poetry,2,10.5
20,372,History of Feudal Japan,2,8.5
20,372,History of Feudal Japan,2,6.5
20,372,Kenjutsu and Swordsmanship,2,15.2
20,372,Kenjutsu and Swordsmanship,2,14.3
20,372,Kenjutsu and Swordsmanship,2,11.2
20,372,Ninjutsu and Stealth Arts,1,9
20,372,Ninjutsu and Stealth Arts,1,7.5
20,372,Ninjutsu and Stealth Arts,1,7.5
20,372,Ninjutsu and Stealth Arts,1,12.5
20,372,Ninjutsu and Stealth Arts,1,13.5
20,372,Ninjutsu and Stealth Arts,1,14
20,372,Ninjutsu and Stealth Arts,1,11.5
20,372,Onmyodo and Occult Arts,1,13.5
20,372,Onmyodo and Occult Arts,1,11.5
20,372,Onmyodo and Occult Arts,1,10
20,372,Onmyodo and Occult Arts,1,16
20,372,Shinto and Buddhist Philosophy,2,15
20,372,Shinto and Buddhist Philosophy,2,9
20,372,Shinto and Buddhist Philosophy,2,10.5
20,372,Shinto and Buddhist Philosophy,2,14
20,372,Shinto and Buddhist Philosophy,2,15.75
20,372,Shinto and Buddhist Philosophy,2,20
20,372,Strategy and Tactics,2,8.5
20,372,Strategy and Tactics,2,8.5
20,372,Tea Ceremony and Zen Meditation,1,7
20,372,Tea Ceremony and Zen Meditation,1,10
20,372,Tea Ceremony and Zen Meditation,1,6.75
20,372,Tea Ceremony and Zen Meditation,1,7.25
20,372,Tea Ceremony and Zen Meditation,1,5
20,384,Archery and Marksmanship,1,6.5
20,384,Archery and Marksmanship,1,10
20,384,Archery and Marksmanship,1,6.75
20,384,Archery and Marksmanship,1,4
20,384,Archery and Marksmanship,1,8.75
20,384,Bushido and Samurai Code,1,12
20,384,Bushido and Samurai Code,1,13
20,384,Bushido and Samurai Code,1,14.25
20,384,Bushido and Samurai Code,1,14
20,384,Bushido and Samurai Code,1,9
20,384,Bushido and Samurai Code,1,14
20,384,Bushido and Samurai Code,1,11.5
20,384,Bushido and Samurai Code,1,14
20,384,Calligraphy and Poetry,2,10
20,384,Calligraphy and Poetry,2,8.75
20,384,Calligraphy and Poetry,2,9.5
20,384,Calligraphy and Poetry,2,11.75
20,384,Calligraphy and Poetry,2,10.75
20,384,History of Feudal Japan,2,5.5
20,384,History of Feudal Japan,2,8
20,384,History of Feudal Japan,2,13.5
20,384,Kenjutsu and Swordsmanship,2,15.4
20,384,Kenjutsu and Swordsmanship,2,11.7
20,384,Kenjutsu and Swordsmanship,2,10.1
20,384,Ninjutsu and Stealth Arts,1,9
20,384,Ninjutsu and Stealth Arts,1,8.5
20,384,Ninjutsu and Stealth Arts,1,11.5
20,384,Ninjutsu and Stealth Arts,1,8.5
20,384,Ninjutsu and Stealth Arts,1,14.5
20,384,Ninjutsu and Stealth Arts,1,12
20,384,Ninjutsu and Stealth Arts,1,8.5
20,384,Onmyodo and Occult Arts,1,10.5
20,384,Onmyodo and Occult Arts,1,13
20,384,Onmyodo and Occult Arts,1,13
20,384,Onmyodo and Occult Arts,1,11.5
20,384,Onmyodo and Occult Arts,1,15.5
20,384,Onmyodo and Occult Arts,1,17.5
20,384,Shinto and Buddhist Philosophy,2,16.5
20,384,Shinto and Buddhist Philosophy,2,12.5
20,384,Shinto and Buddhist Philosophy,2,15.25
20,384,Shinto and Buddhist Philosophy,2,10
20,384,Shinto and Buddhist Philosophy,2,17.25
20,384,Shinto and Buddhist Philosophy,2,20
20,384,Strategy and Tactics,2,17
20,384,Strategy and Tactics,2,16
20,384,Strategy and Tactics,2,6.5
20,384,Tea Ceremony and Zen Meditation,1,7.25
20,384,Tea Ceremony and Zen Meditation,1,10
20,384,Tea Ceremony and Zen Meditation,1,6
20,384,Tea Ceremony and Zen Meditation,1,9
20,384,Tea Ceremony and Zen Meditation,1,5.5
20,403,Archery and Marksmanship,1,6.25
20,403,Archery and Marksmanship,1,7.25
20,403,Archery and Marksmanship,1,11.5
20,403,Archery and Marksmanship,1,6
20,403,Archery and Marksmanship,1,7.5
20,403,Bushido and Samurai Code,1,15.25
20,403,Bushido and Samurai Code,1,13
20,403,Bushido and Samurai Code,1,14.5
20,403,Bushido and Samurai Code,1,15
20,403,Bushido and Samurai Code,1,11.25
20,403,Bushido and Samurai Code,1,13.5
20,403,Bushido and Samurai Code,1,9.25
20,403,Bushido and Samurai Code,1,13.5
20,403,Calligraphy and Poetry,2,10
20,403,Calligraphy and Poetry,2,12.75
20,403,Calligraphy and Poetry,2,10.25
20,403,Calligraphy and Poetry,2,9.25
20,403,Calligraphy and Poetry,2,11.25
20,403,Calligraphy and Poetry,2,9.25
20,403,History of Feudal Japan,2,10.5
20,403,History of Feudal Japan,2,12
20,403,History of Feudal Japan,2,11.5
20,403,Kenjutsu and Swordsmanship,2,17.5
20,403,Kenjutsu and Swordsmanship,2,13.3
20,403,Kenjutsu and Swordsmanship,2,10.9
20,403,Ninjutsu and Stealth Arts,1,6
20,403,Ninjutsu and Stealth Arts,1,11
20,403,Ninjutsu and Stealth Arts,1,9.5
20,403,Ninjutsu and Stealth Arts,1,12.5
20,403,Ninjutsu and Stealth Arts,1,14.5
20,403,Ninjutsu and Stealth Arts,1,9.5
20,403,Ninjutsu and Stealth Arts,1,11.5
20,403,Onmyodo and Occult Arts,1,12
20,403,Onmyodo and Occult Arts,1,11
20,403,Onmyodo and Occult Arts,1,11
20,403,Onmyodo and Occult Arts,1,11
20,403,Onmyodo and Occult Arts,1,12.5
20,403,Onmyodo and Occult Arts,1,15
20,403,Shinto and Buddhist Philosophy,2,18.25
20,403,Shinto and Buddhist Philosophy,2,17.5
20,403,Shinto and Buddhist Philosophy,2,10
20,403,Shinto and Buddhist Philosophy,2,7.25
20,403,Shinto and Buddhist Philosophy,2,12.25
20,403,Shinto and Buddhist Philosophy,2,16.75
20,403,Strategy and Tactics,2,10.5
20,403,Strategy and Tactics,2,11.5
20,403,Strategy and Tactics,2,8.5
20,403,Tea Ceremony and Zen Meditation,1,6.5
20,403,Tea Ceremony and Zen Meditation,1,7.75
20,403,Tea Ceremony and Zen Meditation,1,7.5
20,403,Tea Ceremony and Zen Meditation,1,8.25
20,440,Archery and Marksmanship,1,8
20,440,Archery and Marksmanship,1,7.25
20,440,Archery and Marksmanship,1,9.25
20,440,Archery and Marksmanship,1,6
20,440,Archery and Marksmanship,1,6.5
20,440,Bushido and Samurai Code,1,14
20,440,Bushido and Samurai Code,1,12.75
20,440,Bushido and Samurai Code,1,12.75
20,440,Bushido and Samurai Code,1,14.5
20,440,Bushido and Samurai Code,1,14.25
20,440,Bushido and Samurai Code,1,15.75
20,440,Calligraphy and Poetry,2,11.5
20,440,Calligraphy and Poetry,2,8.5
20,440,Calligraphy and Poetry,2,10
20,440,Calligraphy and Poetry,2,9.25
20,440,Calligraphy and Poetry,2,11.5
20,440,Calligraphy and Poetry,2,10.25
20,440,History of Feudal Japan,2,8.5
20,440,History of Feudal Japan,2,11
20,440,History of Feudal Japan,2,6.5
20,440,Kenjutsu and Swordsmanship,2,9.6
20,440,Kenjutsu and Swordsmanship,2,12.6
20,440,Kenjutsu and Swordsmanship,2,12.6
20,440,Ninjutsu and Stealth Arts,1,11
20,440,Ninjutsu and Stealth Arts,1,11
20,440,Ninjutsu and Stealth Arts,1,10.5
20,440,Ninjutsu and Stealth Arts,1,9.5
20,440,Ninjutsu and Stealth Arts,1,14
20,440,Ninjutsu and Stealth Arts,1,11.5
20,440,Ninjutsu and Stealth Arts,1,12
20,440,Onmyodo and Occult Arts,1,14.5
20,440,Onmyodo and Occult Arts,1,12.5
20,440,Onmyodo and Occult Arts,1,9
20,440,Onmyodo and Occult Arts,1,12.5
20,440,Onmyodo and Occult Arts,1,7
20,440,Onmyodo and Occult Arts,1,15
20,440,Shinto and Buddhist Philosophy,2,12.5
20,440,Shinto and Buddhist Philosophy,2,9.5
20,440,Shinto and Buddhist Philosophy,2,15.25
20,440,Shinto and Buddhist Philosophy,2,13.25
20,440,Shinto and Buddhist Philosophy,2,14
20,440,Shinto and Buddhist Philosophy,2,10.25
20,440,Strategy and Tactics,2,14
20,440,Strategy and Tactics,2,11.5
20,440,Strategy and Tactics,2,11
20,440,Tea Ceremony and Zen Meditation,1,9.25
20,440,Tea Ceremony and Zen Meditation,1,6
20,440,Tea Ceremony and Zen Meditation,1,6.25
20,440,Tea Ceremony and Zen Meditation,1,7
20,508,Archery and Marksmanship,1,5
20,508,Archery and Marksmanship,1,6.25
20,508,Archery and Marksmanship,1,6.5
20,508,Archery and Marksmanship,1,6.25
20,508,Archery and Marksmanship,1,7.25
20,508,Bushido and Samurai Code,1,17
20,508,Bushido and Samurai Code,1,15.25
20,508,Bushido and Samurai Code,1,15
20,508,Bushido and Samurai Code,1,8.5
20,508,Bushido and Samurai Code,1,12.25
20,508,Bushido and Samurai Code,1,16.25
20,508,Bushido and Samurai Code,1,11.75
20,508,Bushido and Samurai Code,1,12.5
20,508,Calligraphy and Poetry,2,11
20,508,Calligraphy and Poetry,2,10
20,508,Calligraphy and Poetry,2,10.5
20,508,Calligraphy and Poetry,2,8.75
20,508,Calligraphy and Poetry,2,10.25
20,508,Calligraphy and Poetry,2,10
20,508,History of Feudal Japan,2,9.5
20,508,History of Feudal Japan,2,10.5
20,508,History of Feudal Japan,2,14
20,508,Kenjutsu and Swordsmanship,2,10.3
20,508,Kenjutsu and Swordsmanship,2,10.2
20,508,Kenjutsu and Swordsmanship,2,9.3
20,508,Ninjutsu and Stealth Arts,1,7
20,508,Ninjutsu and Stealth Arts,1,12
20,508,Ninjutsu and Stealth Arts,1,13
20,508,Ninjutsu and Stealth Arts,1,10
20,508,Ninjutsu and Stealth Arts,1,9
20,508,Ninjutsu and Stealth Arts,1,16.5
20,508,Ninjutsu and Stealth Arts,1,9
20,508,Onmyodo and Occult Arts,1,10.5
20,508,Onmyodo and Occult Arts,1,16
20,508,Onmyodo and Occult Arts,1,14
20,508,Onmyodo and Occult Arts,1,14.5
20,508,Onmyodo and Occult Arts,1,11.5
20,508,Onmyodo and Occult Arts,1,12
20,508,Shinto and Buddhist Philosophy,2,16.5
20,508,Shinto and Buddhist Philosophy,2,13.25
20,508,Shinto and Buddhist Philosophy,2,14.5
20,508,Shinto and Buddhist Philosophy,2,19.25
20,508,Shinto and Buddhist Philosophy,2,15.75
20,508,Shinto and Buddhist Philosophy,2,16.25
20,508,Strategy and Tactics,2,16.5
20,508,Strategy and Tactics,2,12.5
20,508,Strategy and Tactics,2,12
20,508,Tea Ceremony and Zen Meditation,1,6.5
20,508,Tea Ceremony and Zen Meditation,1,5.75
20,508,Tea Ceremony and Zen Meditation,1,9
20,544,Archery and Marksmanship,1,9.5
20,544,Archery and Marksmanship,1,2
